label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C102,28370.922511,44491.427583,-222.576035,0.000000000,0.000000000,-0.986473233,0.163922422,0,0,0,0,0
C102-C1_1,28366.060814,44489.755838,-222.542736,0.000000000,0.000000000,-0.986473239,0.163922388,0,0,0,0,0
C102-C1_2,28361.199114,44488.084096,-222.509441,0.000000000,0.000000000,-0.986473243,0.163922362,0,0,0,0,0
C102-C1_3,28356.337413,44486.412356,-222.476150,0.000000000,0.000000000,-0.986473247,0.163922336,0,0,0,0,0
C102-C1_4,28351.475710,44484.740619,-222.442864,0.000000000,0.000000000,-0.986473253,0.163922301,0,0,0,0,0
C102-C1_5,28346.614005,44483.068885,-222.409581,0.000000000,0.000000000,-0.986473257,0.163922276,0,0,0,0,0
C102-C1_6,28341.752298,44481.397153,-222.376303,0.000000000,0.000000000,-0.986473262,0.163922250,0,0,0,0,0
C102-C1_7,28336.890589,44479.725424,-222.343029,0.000000000,0.000000000,-0.986473267,0.163922215,0,0,0,0,0
C102-C1_8,28332.028879,44478.053698,-222.309759,0.000000000,0.000000000,-0.986473272,0.163922190,0,0,0,0,0
C102-C1_9,28327.167166,44476.381974,-222.276493,0.000000000,0.000000000,-0.986473276,0.163922164,0,0,0,0,0
C102-C1_10,28322.305452,44474.710253,-222.243231,0.000000000,0.000000000,-0.986473282,0.163922129,0,0,0,0,0
C102-C1_11,28317.443736,44473.038535,-222.209974,0.000000000,0.000000000,-0.986473286,0.163922103,0,0,0,0,0
C102-C1_12,28312.582018,44471.366819,-222.176720,0.000000000,0.000000000,-0.986473290,0.163922078,0,0,0,0,0
C102-C1_13,28307.720298,44469.695106,-222.143471,0.000000000,0.000000000,-0.986473296,0.163922043,0,0,0,0,0
C102-C1_14,28302.858576,44468.023396,-222.110226,0.000000000,0.000000000,-0.986473300,0.163922017,0,0,0,0,0
C102-C1_15,28297.996852,44466.351689,-222.076985,0.000000000,0.000000000,-0.986473305,0.163921992,0,0,0,0,0
C102-C1_16,28293.135127,44464.679984,-222.043748,0.000000000,0.000000000,-0.986473310,0.163921957,0,0,0,0,0
C102-C1_17,28288.273399,44463.008281,-222.010516,0.000000000,0.000000000,-0.986473315,0.163921931,0,0,0,0,0
C102-C1_18,28283.411670,44461.336582,-221.977287,0.000000000,0.000000000,-0.986473319,0.163921905,0,0,0,0,0
C102-C1_19,28278.549939,44459.664885,-221.944063,0.000000000,0.000000000,-0.986473325,0.163921871,0,0,0,0,0
C102-C1_20,28273.688206,44457.993191,-221.910843,0.000000000,0.000000000,-0.986473329,0.163921845,0,0,0,0,0
C102-C1_21,28268.826471,44456.321499,-221.877627,0.000000000,0.000000000,-0.986473333,0.163921819,0,0,0,0,0
C102-C1_22,28263.964734,44454.649810,-221.844415,0.000000000,0.000000000,-0.986473339,0.163921785,0,0,0,0,0
C102-C1_23,28259.102996,44452.978124,-221.811207,0.000000000,0.000000000,-0.986473343,0.163921759,0,0,0,0,0
C102-C1_24,28254.241255,44451.306440,-221.778004,0.000000000,0.000000000,-0.986473348,0.163921733,0,0,0,0,0
C102-C1_25,28249.379513,44449.634759,-221.744804,0.000000000,0.000000000,-0.986473353,0.163921699,0,0,0,0,0
C102-C1_26,28244.517769,44447.963081,-221.711609,0.000000000,0.000000000,-0.986473358,0.163921673,0,0,0,0,0
C1,28239.656023,44446.291406,-221.678418,0.000000000,0.000000000,-0.986473358,0.163921673,0,0,0,0,0
